tf_id,name.y,value.y,url,stub,plant_date,area,trees,lat,lon,date
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201," Apple, crab(Malus sylvestris) ",51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201," Birch, silver(Betula pendula) ",51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201, Blackthorn(Prunus spinosa) ,51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201," Cherry, bird(Prunus padus) ",51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201," Cherry, wild(Prunus avium) ",51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201, Common privet(Ligustrum vulgare) ,51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201, Dogwood(Cornus sanguinea) ,51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201, Elder(Sambucus nigra) ,51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201," Elm, wych(Ulmus glabra) ",51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201," Guelder, rose(Viburnum opulus) ",51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201, Hawthorn(Crataegus monogyna) ,51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201, Hazel(Corylus avellana) ,51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201, Hornbeam(Carpinus betulus) ,51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201," Lime, large-leaved(Tilia platyphyllos) ",51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201," Lime, small-leaved(Tilia cordata) ",51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201," Maple, field(Acer campestre) ",51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201," Oak, english(Quercus robur) ",51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201, Rowan(Sorbus aucuparia) ,51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201, Spindle(Euonymus europaea) ,51.769139,-1.215472,2021-01-28
86,2,/tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/86-foxwell-drive-oxford,86-foxwell-drive-oxford,28 January 2021,201, Wild service tree(Sorbus torminalis),51.769139,-1.215472,2021-01-28
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206,Alder(Alnus glutinosa) ,51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206, Alder buckthorn(Frangula alnus) ,51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206," Apple, crab(Malus sylvestris) ",51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206," Birch, silver(Betula pendula) ",51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206, Blackthorn(Prunus spinosa) ,51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206," Cherry, wild(Prunus avium) ",51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206, Dog Rose(Rosa canina) ,51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206, Elder(Sambucus nigra) ,51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206," Elm, wych(Ulmus glabra) ",51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206," Guelder, rose(Viburnum opulus) ",51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206, Hawthorn(Crataegus monogyna) ,51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206, Hazel(Corylus avellana) ,51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206, Hornbeam(Carpinus betulus) ,51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206," Lime, small-leaved(Tilia cordata) ",51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206," Oak, english(Quercus robur) ",51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206," Oak, sessile(Quercus petraea) ",51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206," Poplar, black(Poplus nigra) ",51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206, Wild service tree(Sorbus torminalis) ,51.734778,-1.239861,2021-02-04
87,3,/tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/87-meadow-lane-oxford,87-meadow-lane-oxford,04 February 2021,206," Willow, goat(Salix caprea)",51.734778,-1.239861,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205,Alder(Alnus glutinosa) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205," Apple, crab(Malus sylvestris) ",51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205," Beech, common(Fagus sylvatica) ",51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205," Birch, downy(Betula pubescens) ",51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205," Birch, silver(Betula pendula) ",51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Blackthorn(Prunus spinosa) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205," Cherry, wild(Prunus avium) ",51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Common privet(Ligustrum vulgare) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Dog Rose(Rosa canina) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Dogwood(Cornus sanguinea) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Elder(Sambucus nigra) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205," Guelder, rose(Viburnum opulus) ",51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Hawthorn(Crataegus monogyna) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Hazel(Corylus avellana) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Hornbeam(Carpinus betulus) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205," Lime, large-leaved(Tilia platyphyllos) ",51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205," Lime, small-leaved(Tilia cordata) ",51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205," Maple, field(Acer campestre) ",51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205," Oak, english(Quercus robur) ",51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Spindle(Euonymus europaea) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Wayfaring tree(Viburnum lantana) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Whitebeam(Sorbus aria) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205, Wild service tree(Sorbus torminalis) ,51.500278,-2.600333,2021-02-04
88,4,/tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/88-trym-valley-bristol,88-trym-valley-bristol,04 February 2021,205," Willow, goat(Salix caprea)",51.500278,-2.600333,2021-02-04
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206,Alder(Alnus glutinosa) ,55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206," Apple, crab(Malus sylvestris) ",55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206," Birch, downy(Betula pubescens) ",55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206," Birch, silver(Betula pendula) ",55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206, Broom(Cytisus scoparius) ,55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206," Cherry, wild(Prunus avium) ",55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206, Dog Rose(Rosa canina) ,55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206," Elm, wych(Ulmus glabra) ",55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206, Gorse(Ulex europaeus) ,55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206, Hawthorn(Crataegus monogyna) ,55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206, Hazel(Corylus avellana) ,55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206, Heather(Calluna vulgaris) ,55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206, Holly(Ilex aquifolium) ,55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206," Lime, small-leaved(Tilia cordata) ",55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206," Oak, sessile(Quercus petraea) ",55.87525,-4.160222,2021-02-19
89,5,/tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/89-avenue-end-glasgow,89-avenue-end-glasgow,19 February 2021,206," Pine, scots(Pinus sylvestris)",55.87525,-4.160222,2021-02-19
90,6,/tiny-forest-sites/8-tiny-forest/90-hautlieu-school-jersey,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/90-hautlieu-school-jersey,90-hautlieu-school-jersey,22 February 2021,200,"Apple, crab(Malus sylvestris) ",49.193417,-2.091139,2021-02-22
90,6,/tiny-forest-sites/8-tiny-forest/90-hautlieu-school-jersey,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/90-hautlieu-school-jersey,90-hautlieu-school-jersey,22 February 2021,200, Ash(Fraxinus excelsior) ,49.193417,-2.091139,2021-02-22
90,6,/tiny-forest-sites/8-tiny-forest/90-hautlieu-school-jersey,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/90-hautlieu-school-jersey,90-hautlieu-school-jersey,22 February 2021,200, Blackthorn(Prunus spinosa) ,49.193417,-2.091139,2021-02-22
90,6,/tiny-forest-sites/8-tiny-forest/90-hautlieu-school-jersey,https://tinyforest.earthwatch.org.uk//tiny-forest-sites/8-tiny-forest/90-hautlieu-school-jersey,90-hautlieu-school-jersey,22 February 2021,200, Cherry Plum(Prunus cerasifera) ,49.193417,-2.091139,2021-02-22
